Vehicle_ID,Mileage,Age_Years,Usage,Color,Maintenance_Required
2,46974,9,Medium,black,No
2,123443,9,Medium,black,Yes
2,71875,8,Low,black,Yes
2,80855,3,High,black,Yes
2,80304,2,High,black,Yes
2,14416,3,High,black,Yes
2,49444,5,High,black,Yes
2,112399,9,High,black,Yes
2,24654,7,Medium,black,Yes
2,40662,9,Low,black,Yes
2,21837,2,High,black,Yes
2,46530,4,High,black,Yes
2,48339,4,Low,black,No
2,26704,4,Low,black,Yes
2,16107,9,Medium,black,Yes
2,144061,7,Low,black,Yes
2,69172,3,Low,black,Yes
2,94015,4,Low,black,Yes
2,109540,1,High,black,Yes
2,137615,2,Low,black,Yes
2,30705,4,High,black,Yes
2,103666,3,Low,black,Yes
2,28709,5,Low,black,Yes
3,48291,2,Medium,black,Yes
3,85127,2,Low,black,Yes
3,40224,2,High,black,Yes
3,60158,7,Low,black,Yes
3,111063,8,High,black,Yes
3,11289,3,High,black,Yes
3,83929,7,High,black,Yes
3,117461,7,Medium,black,Yes
3,125417,2,High,black,Yes
3,89502,3,High,black,Yes
3,77124,1,Medium,black,Yes
3,93058,9,High,black,Yes
3,53340,3,Low,black,Yes
3,14854,6,Low,black,Yes
3,101896,8,Low,black,Yes
3,69693,5,Medium,black,No
3,79712,8,Medium,black,Yes
3,30293,1,Medium,black,Yes
3,62199,6,Medium,black,Yes
3,79507,5,Low,black,Yes
3,19286,2,Low,black,Yes
3,144283,3,Low,black,Yes
3,79849,6,High,black,Yes
3,114026,9,Medium,black,Yes
3,75368,5,Medium,black,Yes
3,21875,2,Low,black,Yes
3,41018,6,Low,black,Yes
3,60420,8,Low,black,No
3,84603,5,Medium,black,Yes
3,111463,8,Low,black,Yes
3,26345,1,Medium,black,Yes
3,143353,3,Low,black,Yes
3,135346,3,High,black,Yes
3,48488,5,Low,black,Yes
3,47554,8,Low,black,Yes
3,42356,7,Low,black,Yes
3,48997,6,Low,black,Yes
3,51491,4,Medium,black,Yes
3,119370,8,Low,black,Yes
3,58334,5,Low,black,Yes
3,109707,8,High,black,Yes
3,11756,8,Low,black,No
3,102025,9,High,black,Yes
3,21270,2,Medium,black,Yes
3,133491,5,Medium,black,Yes
3,92502,9,High,black,Yes
3,95664,8,Medium,black,Yes
3,94539,2,High,black,Yes
3,96947,5,Medium,black,Yes
3,88900,6,High,black,Yes
3,116425,2,Low,black,Yes
3,124735,1,Low,black,No
3,89104,1,Medium,black,No
3,107481,9,Medium,black,Yes
3,74895,4,High,black,Yes
3,110851,5,Medium,black,Yes
3,19998,3,High,black,Yes
3,132482,9,High,black,Yes
3,28203,6,High,black,Yes
3,82321,5,Low,black,Yes
3,116962,4,High,black,Yes
3,79183,4,High,black,Yes
3,31272,3,Medium,black,Yes
3,101483,2,High,black,Yes
3,49146,6,Medium,black,Yes
3,133190,2,Low,black,Yes
3,59307,5,High,black,Yes
3,34630,4,Medium,black,Yes
3,60306,6,High,black,Yes
3,21918,9,High,black,Yes
3,134249,1,Medium,black,Yes
3,133552,3,High,black,Yes
3,29706,7,Medium,black,Yes
3,70393,7,High,black,Yes
3,146431,3,Low,black,Yes
3,106383,9,High,black,Yes
3,28039,4,High,black,Yes
3,14406,9,Medium,black,Yes
3,32240,6,Medium,black,No
3,92881,8,Low,black,Yes
3,108859,1,High,black,Yes
3,76274,3,Medium,black,Yes
3,146268,1,Medium,black,Yes
3,117556,2,Low,black,Yes
3,143089,7,High,black,Yes
3,29358,2,Low,black,No
3,97799,5,Medium,black,Yes
3,109490,2,High,black,Yes
3,84620,8,Medium,black,Yes
3,41930,7,High,black,Yes
3,127978,8,High,black,Yes
3,26070,7,High,black,No
3,17656,3,Low,black,Yes
3,107684,1,Medium,black,Yes
3,149663,1,Medium,black,Yes
3,112399,9,Low,black,Yes
3,114127,3,High,black,Yes
3,10471,9,Low,black,Yes
3,95692,2,Medium,black,Yes
3,10350,1,Medium,black,Yes
1,98365,3,Low,black,Yes
1,35698,6,Medium,black,Yes
1,105867,8,High,black,Yes
1,37512,7,Low,black,No
1,25623,5,Low,black,Yes
1,114421,5,High,black,Yes
1,88547,1,Medium,black,Yes
1,40665,5,Low,black,Yes
1,71384,1,Low,black,Yes
1,14962,6,High,black,Yes
1,85193,7,Medium,black,Yes
1,50129,2,Low,black,Yes
1,125556,2,High,black,Yes
1,62862,3,Low,black,No
1,107933,6,Low,black,Yes
1,100213,7,Medium,black,Yes
1,75610,3,Medium,black,Yes
1,25194,5,High,black,No
1,121621,9,Low,black,Yes
1,32525,1,Medium,black,Yes
1,41890,7,Low,black,Yes
1,61433,2,High,black,Yes
1,128091,2,Low,black,Yes
1,98307,7,High,black,Yes
1,80408,9,Medium,black,Yes
1,118548,3,Medium,black,Yes
1,147227,4,Low,black,Yes
1,96149,9,Medium,black,Yes
1,144610,6,Medium,black,Yes
1,60757,7,High,black,Yes
1,145163,5,Medium,black,No
1,69418,3,Medium,black,Yes
1,66358,7,Medium,black,Yes
1,107565,8,Low,black,Yes
1,34135,1,Medium,black,No
1,73553,4,High,black,No
1,35245,2,Medium,black,Yes
1,50900,9,Low,black,Yes
1,127979,6,Low,black,Yes
1,105212,3,Medium,black,Yes
1,29861,2,Medium,black,Yes
1,53940,7,High,black,Yes
1,125872,7,Medium,black,Yes
1,67493,7,High,black,Yes
1,130983,1,Low,black,No
1,121304,3,Low,black,Yes
1,129674,2,Low,black,Yes
1,38646,4,Medium,black,Yes
1,124737,6,Low,black,Yes
1,42448,3,Low,black,Yes
1,97529,1,High,black,Yes
1,44738,6,Medium,black,Yes
1,79854,3,High,black,Yes
1,112250,4,Medium,black,Yes
1,67977,9,High,black,Yes
1,67910,6,High,black,Yes
1,11262,3,Medium,black,Yes
1,83382,9,Low,black,Yes
1,118296,4,High,black,Yes
1,43810,8,Low,black,No
1,51202,8,High,black,Yes
1,100865,2,High,black,Yes
1,69284,7,High,black,Yes
1,74026,3,Low,black,Yes
1,26583,4,Medium,black,No
1,63566,5,High,black,No
1,73697,5,Low,black,Yes
1,66071,8,High,black,Yes
1,120461,7,Low,black,No
1,85375,9,Low,black,Yes
1,59164,2,Medium,black,Yes
1,137257,9,Medium,black,Yes
1,141127,5,Low,black,Yes
1,53507,4,Medium,black,Yes
1,144691,5,Medium,black,Yes
1,94557,2,High,black,Yes
1,142226,9,Medium,black,Yes
1,140369,5,High,black,Yes
1,144023,8,Low,black,Yes
1,69690,9,High,black,Yes
1,23191,6,High,black,Yes
1,119553,2,Medium,black,Yes
1,122579,7,Medium,black,Yes
1,107640,9,High,black,Yes
1,17679,7,High,black,Yes
1,15134,8,High,black,Yes
1,47276,9,Medium,black,Yes
1,60771,9,Medium,black,Yes
1,86720,6,Medium,black,Yes
1,74706,7,High,black,Yes
1,141713,9,Low,black,Yes
1,65216,9,Medium,black,Yes
1,110777,9,High,black,Yes
1,43913,3,High,black,No
1,57256,1,Medium,black,Yes
1,69557,6,Low,black,Yes
1,109230,2,Medium,black,Yes
1,94029,6,Medium,black,Yes
1,90469,4,Low,black,Yes
1,31384,1,Medium,black,Yes
2,139128,4,High,black,Yes
2,121154,5,High,black,Yes
2,134622,4,Medium,black,Yes
2,33363,4,Medium,black,No
2,26461,9,Medium,black,Yes
2,28978,8,Low,black,Yes
2,122004,5,High,black,Yes
2,13599,2,Low,black,Yes
2,125942,8,Low,black,Yes
2,121281,5,Low,black,Yes
2,13707,6,Low,black,No
2,147847,5,Medium,black,Yes
2,18690,1,Medium,black,Yes
2,75784,9,Low,black,Yes
2,141888,1,High,black,Yes
2,44113,8,Low,black,Yes
2,45094,2,Medium,black,Yes
2,13559,9,Medium,black,Yes
2,127602,5,High,black,Yes
2,139549,2,Low,black,Yes
2,88827,5,Low,black,No
2,44498,6,Low,black,Yes
2,113621,6,Medium,black,Yes
2,64447,7,Low,black,Yes
2,109972,2,Low,black,Yes
2,117467,6,High,black,Yes
2,109285,4,Low,black,Yes
2,71959,3,High,black,Yes
2,120453,5,Medium,black,Yes
2,68668,7,High,black,Yes
2,75311,8,Low,black,Yes
2,99334,3,High,black,Yes
2,70839,3,Medium,black,Yes
2,48012,4,High,black,Yes
2,41726,5,Low,black,Yes
2,78331,5,Medium,black,Yes
2,120425,9,Low,black,Yes
2,147074,8,High,black,No
2,118686,4,Medium,black,Yes
2,107615,8,High,black,Yes
2,111028,9,Low,black,No
2,100136,8,High,black,Yes
2,42528,8,Low,black,Yes
2,50789,5,High,black,No
2,138041,9,Low,black,No
2,57127,7,High,black,Yes
2,87824,7,Low,black,Yes
2,53349,5,Low,black,Yes
2,31873,1,High,black,Yes
2,74966,8,Low,black,Yes
2,16332,6,Low,black,Yes
2,74262,8,Medium,black,Yes
2,99260,7,Medium,black,Yes
2,108471,2,Low,black,Yes
2,136606,1,Medium,black,Yes
2,137947,9,High,black,Yes
2,120669,4,High,black,Yes
2,136308,9,Medium,black,Yes
2,13826,9,High,black,Yes
2,64557,1,High,black,Yes
2,92720,3,Low,black,Yes
2,110716,4,Low,black,Yes
2,57871,3,Medium,black,Yes
2,22761,8,Low,black,Yes
2,59015,3,Low,black,Yes
2,71436,2,Low,black,Yes
2,16880,3,High,black,Yes
2,85603,4,High,black,Yes
2,147470,4,Medium,black,Yes
2,53508,5,Medium,black,Yes
2,149764,6,High,black,No
2,31132,8,Medium,black,Yes
2,58846,3,High,black,Yes
2,45592,2,Medium,black,Yes
2,86983,8,Medium,black,Yes
2,37600,2,High,black,Yes
2,22899,8,Low,black,Yes
2,80702,4,Medium,black,Yes
2,116323,3,High,black,No
2,128474,3,Medium,black,Yes
2,125024,9,High,black,Yes
2,53257,6,Low,black,Yes
2,133352,1,High,black,Yes
2,110832,1,High,black,No
2,70153,8,High,black,Yes
2,87867,5,Medium,black,Yes
2,119242,6,High,black,Yes
2,43409,5,High,black,Yes
2,35863,2,Medium,black,Yes
2,100997,3,Low,black,Yes
2,149613,4,High,black,No
2,93658,9,Medium,black,Yes
2,10811,3,Low,black,Yes
2,19210,5,Low,black,Yes
2,103912,4,Medium,black,Yes
2,143280,5,High,black,Yes
2,141355,7,High,black,Yes
2,104550,4,Medium,black,Yes
2,16875,6,High,black,Yes
2,114984,9,Low,black,Yes
3,119661,5,Medium,white,No
3,32683,3,Medium,white,Yes
3,128246,8,Low,white,Yes
3,19098,3,Low,white,No
3,25513,9,High,white,Yes
3,48043,9,Low,white,Yes
3,104171,4,Medium,white,No
3,21714,5,Medium,white,No
3,149464,4,Low,white,Yes
3,36486,1,Medium,white,No
3,97663,7,Medium,white,No
3,146268,2,Low,white,Yes
3,25836,9,Low,white,Yes
3,126259,8,Medium,white,Yes
3,91126,4,High,white,Yes
3,37473,4,High,white,Yes
3,53990,1,Low,white,No
3,101977,2,Medium,white,No
3,12677,7,High,white,Yes
3,66032,3,Medium,white,No
3,131751,7,High,white,Yes
3,78545,4,High,white,Yes
3,21861,9,Medium,white,Yes
3,24608,4,Medium,white,No
3,140168,6,High,white,Yes
3,142322,1,High,white,Yes
3,18737,3,Medium,white,No
3,97663,6,Low,white,No
3,70008,8,Medium,white,Yes
3,63768,4,Low,white,No
3,127962,5,Medium,white,Yes
3,70978,9,Low,white,Yes
3,94806,6,Low,white,No
3,42643,7,Low,white,No
3,61760,9,Low,white,Yes
3,132372,2,Low,white,Yes
3,33628,3,Medium,white,No
3,104997,6,High,white,Yes
3,134345,2,Low,white,Yes
3,140377,3,Low,white,Yes
3,47200,7,Medium,white,No
3,124678,9,High,white,Yes
3,98204,2,High,white,Yes
3,101082,2,Low,white,No
3,89568,6,Low,white,No
3,15669,9,Low,white,Yes
3,56372,4,Medium,white,No
3,10322,1,Medium,white,No
3,22469,7,Medium,white,No
3,117310,3,High,white,Yes
3,55971,9,Medium,white,Yes
3,25654,4,Medium,white,Yes
3,15244,2,Medium,white,No
3,139407,5,Low,white,Yes
3,142232,1,Medium,white,Yes
3,72981,7,Medium,white,No
3,134253,7,Medium,white,Yes
3,24486,9,Low,white,Yes
3,133809,2,High,white,Yes
3,99433,4,High,white,Yes
3,34650,9,Low,white,Yes
3,90860,3,Medium,white,No
3,36913,3,Medium,white,No
3,105321,2,High,white,Yes
3,136116,9,Low,white,Yes
3,107952,2,Medium,white,No
3,95627,4,Low,white,No
3,106585,5,Low,white,No
3,10178,4,High,white,Yes
3,66495,7,Low,white,No
3,64989,3,Low,white,No
3,43870,9,Medium,white,Yes
3,122647,3,Medium,white,Yes
3,41489,3,Medium,white,No
3,38971,2,Low,white,No
3,117403,4,High,white,Yes
3,51288,5,Medium,white,No
3,49548,9,Medium,white,Yes
3,70133,3,Low,white,No
3,77795,3,Low,white,No
3,66133,2,High,white,Yes
3,10253,4,Medium,white,No
3,111540,4,Low,white,No
3,20304,6,Low,white,No
3,26491,2,Low,white,No
3,92976,8,High,white,Yes
3,102146,3,Low,white,No
3,82689,4,High,white,Yes
3,34818,4,Medium,white,No
3,74955,3,Medium,white,No
3,67845,7,Medium,white,No
3,96686,1,High,white,Yes
3,90854,5,Medium,white,Yes
3,90716,6,Low,white,No
3,26637,7,Low,white,No
3,41166,7,High,white,Yes
3,65909,7,Low,white,No
3,57168,5,Low,white,No
3,117848,9,High,white,Yes
3,10810,6,Medium,white,No
1,20459,6,Low,black,Yes
1,64971,1,Medium,black,Yes
1,128143,9,Low,black,Yes
1,46526,3,Low,black,Yes
1,73760,2,Medium,black,Yes
1,32773,3,Medium,black,No
1,107137,6,Medium,black,Yes
1,120830,8,Low,black,Yes
1,81527,8,Medium,black,Yes
1,62866,2,Low,black,Yes
1,104791,2,Medium,black,Yes
1,121541,4,Medium,black,No
1,105829,8,Low,black,Yes
1,31455,5,Low,black,Yes
1,113188,9,Low,black,Yes
1,54083,1,Medium,black,Yes
1,68111,1,Medium,black,Yes
1,120231,5,High,black,Yes
1,99602,7,Medium,black,Yes
1,24787,6,Low,black,Yes
1,89180,5,High,black,No
1,27470,6,High,black,Yes
1,105964,6,High,black,Yes
1,141116,8,Medium,black,Yes
1,80208,6,Medium,black,Yes
1,77520,9,Low,black,Yes
1,37132,7,High,black,Yes
1,74320,5,Low,black,Yes
1,116235,7,Low,black,Yes
1,23958,9,Low,black,Yes
1,105069,2,Low,black,Yes
1,41892,3,High,black,No
1,72535,8,Low,black,Yes
1,44869,4,High,black,Yes
1,13339,6,High,black,Yes
1,37174,9,Medium,black,Yes
1,131020,1,High,black,Yes
1,118562,2,Medium,black,Yes
1,116661,6,Medium,black,Yes
1,17454,5,Medium,black,Yes
1,42723,4,High,black,Yes
1,36621,3,High,black,Yes
1,51910,6,Medium,black,Yes
1,131105,8,Medium,black,Yes
1,34325,8,Medium,black,Yes
1,95335,1,High,black,Yes
1,149223,8,Medium,black,No
1,78578,2,High,black,Yes
1,94471,1,High,black,Yes
1,58396,5,Low,black,Yes
1,125228,6,High,black,Yes
1,115457,5,Low,black,Yes
1,28713,7,Low,black,Yes
1,33966,3,Medium,black,Yes
1,54720,8,Low,black,Yes
1,115288,9,Medium,black,Yes
1,35812,8,High,black,Yes
1,65703,9,Low,black,Yes
1,29903,8,Low,black,Yes
1,11563,2,High,black,Yes
1,111565,9,High,black,Yes
1,59222,9,Low,black,Yes
1,116528,2,High,black,Yes
1,94720,5,Low,black,Yes
1,80475,1,Low,black,Yes
1,65837,7,High,black,No
1,58582,3,Medium,black,Yes
1,109325,8,Medium,black,Yes
1,98193,5,Medium,black,Yes
1,131018,1,Low,black,Yes
1,119292,4,High,black,Yes
1,111469,5,Low,black,Yes
1,90772,7,Medium,black,Yes
1,111197,8,Medium,black,Yes
1,58269,6,Medium,black,Yes
1,95449,7,High,black,Yes
1,94150,5,Low,black,Yes
1,115699,2,High,black,No
1,95898,8,Medium,black,Yes
1,91947,2,Low,black,Yes
1,42429,9,Low,black,Yes
1,47102,2,Low,black,Yes
1,141927,9,Low,black,Yes
1,103328,4,Low,black,No
1,65422,9,Low,black,Yes
1,139077,1,Low,black,Yes
1,25094,3,Low,black,Yes
1,128827,8,High,black,Yes
1,46081,4,High,black,Yes
1,13773,9,Low,black,Yes
1,52854,5,Medium,black,Yes
1,19952,6,Medium,black,Yes
1,81943,1,High,black,Yes
1,87669,1,High,black,Yes
1,99771,9,High,black,Yes
1,97789,1,Medium,black,No
1,142910,2,High,black,Yes
1,135074,3,High,black,No
1,145927,3,Low,black,Yes
1,72914,5,Medium,black,No
2,37795,4,Medium,black,Yes
2,136059,8,High,black,Yes
2,44913,2,High,black,Yes
2,69399,5,High,black,No
2,37327,1,Low,black,Yes
2,66096,1,High,black,Yes
2,24888,2,High,black,Yes
2,21027,7,Low,black,No
2,45813,2,High,black,Yes
2,92486,9,High,black,Yes
2,137949,5,Low,black,Yes
2,47221,3,Low,black,Yes
2,81829,4,Low,black,Yes
2,49906,3,High,black,Yes
2,131721,9,Medium,black,No
2,105563,5,Low,black,Yes
2,108260,9,High,black,Yes
2,115272,5,High,black,No
2,12993,1,Low,black,Yes
2,35247,5,Low,black,Yes
2,132045,2,Low,black,No
2,90285,7,Low,black,Yes
2,133242,1,High,black,Yes
2,123123,2,Medium,black,Yes
2,87661,2,High,black,Yes
2,13329,3,Medium,black,Yes
2,61119,4,Low,black,Yes
2,117719,6,High,black,Yes
2,120787,7,Medium,black,Yes
2,60593,6,Medium,black,Yes
2,106693,8,High,black,Yes
2,74267,3,Low,black,No
2,40034,4,Low,black,Yes
2,149421,3,High,black,Yes
2,95453,2,Low,black,Yes
2,135280,1,Medium,black,Yes
2,46067,8,High,black,Yes
2,112292,3,Medium,black,Yes
2,11471,1,Medium,black,Yes
2,103153,8,Medium,black,Yes
2,127396,5,High,black,Yes
2,58109,1,Low,black,Yes
2,136378,9,High,black,Yes
2,62782,6,Medium,black,Yes
2,13877,6,High,black,No
2,85927,1,Medium,black,Yes
2,45441,9,Medium,black,Yes
2,96992,6,High,black,Yes
2,99077,5,High,black,Yes
2,45338,7,Medium,black,Yes
2,18158,9,Low,black,Yes
2,99110,1,Low,black,Yes
2,148582,6,Medium,black,Yes
2,55174,7,Medium,black,Yes
2,112517,2,Medium,black,Yes
2,119245,9,High,black,Yes
2,107571,4,Low,black,Yes
2,37317,7,Low,black,Yes
2,45428,6,Medium,black,Yes
2,73644,9,Medium,black,Yes
2,123019,8,Medium,black,No
2,98702,4,High,black,Yes
2,13715,6,Low,black,Yes
2,102470,3,Low,black,Yes
2,92187,1,High,black,Yes
2,88171,2,High,black,Yes
2,68013,9,High,black,Yes
2,50381,8,High,black,Yes
2,132304,5,High,black,Yes
2,69368,6,Medium,black,Yes
2,127717,7,Low,black,Yes
2,34181,4,Medium,black,Yes
2,19002,6,Medium,black,Yes
2,49041,5,High,black,Yes
2,77923,6,Medium,black,No
2,91869,3,Low,black,Yes
2,16148,1,Medium,black,Yes
2,42069,8,Medium,black,Yes
2,97302,5,Medium,black,Yes
2,41349,9,Medium,black,Yes
2,54221,5,Medium,black,Yes
2,109025,1,Low,black,Yes
2,144357,9,Medium,black,Yes
2,78792,6,Low,black,Yes
2,120034,5,Low,black,Yes
2,57578,4,High,black,Yes
2,133023,1,Low,black,Yes
2,131181,5,High,black,Yes
2,133280,4,High,black,No
2,84619,5,High,black,Yes
2,121255,6,Low,black,Yes
2,76326,8,Low,black,Yes
2,38403,3,Low,black,Yes
2,125437,1,High,black,Yes
2,142617,7,High,black,Yes
2,127300,9,High,black,No
2,40468,9,High,black,Yes
2,135380,8,Medium,black,Yes
2,19221,5,Low,black,Yes
2,135628,8,High,black,Yes
3,133543,9,Low,black,Yes
3,75260,4,High,black,Yes
3,126929,2,Low,black,Yes
3,146337,3,High,black,Yes
3,147118,4,Low,black,Yes
3,136706,5,High,black,Yes
3,117911,3,Medium,black,Yes
3,22511,8,Medium,black,Yes
3,66627,9,Medium,black,Yes
3,67985,7,Low,black,Yes
3,130968,1,High,black,Yes
3,135457,4,High,black,No
3,23590,4,Medium,black,Yes
3,80447,2,Medium,black,Yes
3,22268,7,Medium,black,Yes
3,139810,8,Medium,black,No
3,56274,2,High,black,Yes
3,50961,8,Low,black,Yes
3,35772,7,High,black,Yes
3,45170,2,Low,black,Yes
3,87768,9,High,black,Yes
3,39312,5,Low,black,No
3,123885,1,Medium,black,Yes
3,101916,5,Low,black,Yes
3,46733,7,High,black,Yes
3,91105,9,Medium,black,Yes
3,135675,3,Medium,black,Yes
3,138343,9,Low,black,Yes
3,79666,7,Low,black,Yes
3,148695,6,High,black,Yes
3,140232,2,High,black,Yes
3,23836,4,Medium,black,Yes
3,143978,5,Low,black,Yes
3,135454,2,Low,black,Yes
3,33948,7,Low,black,Yes
3,74203,4,High,black,Yes
3,100898,7,Medium,black,Yes
3,46641,3,Medium,black,Yes
3,95159,7,Medium,black,Yes
3,95772,6,Medium,black,Yes
3,29393,6,Low,black,No
3,101451,8,Low,black,Yes
3,32737,9,Medium,black,Yes
3,148548,2,Low,black,No
3,148864,2,High,black,Yes
3,105461,3,Low,black,Yes
3,48166,8,Medium,black,Yes
3,97773,4,High,black,Yes
3,21056,6,High,black,Yes
3,33992,2,Medium,black,Yes
3,57028,4,High,black,Yes
3,141586,7,Medium,black,Yes
3,135385,4,Low,black,Yes
3,40177,5,Medium,black,Yes
3,78002,8,Low,black,Yes
3,23579,9,High,black,Yes
3,40658,1,Low,black,Yes
3,49159,5,Medium,black,No
3,76680,1,Medium,black,Yes
3,23583,6,Medium,black,Yes
3,70085,3,High,black,Yes
3,123105,9,Medium,black,Yes
3,15590,5,High,black,Yes
3,27848,2,Low,black,Yes
3,76739,5,High,black,Yes
3,11200,1,Medium,black,Yes
3,49945,7,Low,black,Yes
3,91676,8,Low,black,Yes
3,109646,7,Low,black,Yes
3,95141,3,High,black,No
3,111822,5,Low,black,Yes
3,15033,2,Medium,black,Yes
3,104968,5,Medium,black,Yes
3,73181,1,Low,black,No
3,122099,1,High,black,Yes
3,45355,5,Low,black,Yes
3,132799,2,High,black,Yes
3,147090,7,Low,black,Yes
3,61987,8,High,black,Yes
3,12650,1,Low,black,Yes
3,92685,1,Low,black,Yes
3,149989,1,Medium,black,Yes
3,75698,1,Medium,black,Yes
3,86885,2,Low,black,Yes
3,138211,3,Low,black,Yes
3,146702,4,Medium,black,Yes
3,126929,3,Medium,black,Yes
